Reaction_No,Reactant_1_Name,Reactant_1_Short_Hand,Reactant_1_eq,Reactant_1_mmol,Reactant_2_Name,Reactant_2_eq,Catalyst_1_Short_Hand,Catalyst_1_eq,Ligand_Short_Hand,Ligand_eq,Reagent_1_Short_Hand,Reagent_1_eq,Solvent_1_Short_Hand,Product_Yield_PCT_Area_UV,Product_Yield_Mass_Ion_Count,,
808,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,P(Cy)3,0.1250,K3PO4,2.5,MeCN,41.08,230248.10,,
809,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,P(o-Tol)3,0.1250,K3PO4,2.5,MeCN,44.26,50207.26,,
810,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,CataCXium A,0.1250,K3PO4,2.5,MeCN,82.41,297339.70,,
811,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,SPhos,0.1250,K3PO4,2.5,MeCN,44.11,57563.73,,
812,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,dtbpf,0.1250,K3PO4,2.5,MeCN,34.26,132163.61,,
813,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,XPhos,0.1250,K3PO4,2.5,MeCN,47.08,53124.39,,
814,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,dppf,0.1250,K3PO4,2.5,MeCN,78.42,210159.10,,
815,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,Xantphos,0.1250,K3PO4,2.5,MeCN,4.32,8561.90,,
816,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,None,,K3PO4,2.5,MeCN,36.59,122532.81,,
817,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,P(tBu)3,0.1250,KOH,2.5,MeCN,68.06,77189.55,,
818,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,P(Ph)3 ,0.1250,KOH,2.5,MeCN,96.49,377291.26,,
819,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,AmPhos,0.1250,KOH,2.5,MeCN,90.23,95707.42,,
820,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,P(Cy)3,0.1250,KOH,2.5,MeCN,81.84,265363.80,,
821,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,P(o-Tol)3,0.1250,KOH,2.5,MeCN,64.29,67482.67,,
822,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,CataCXium A,0.1250,KOH,2.5,MeCN,92.96,272452.59,,
823,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,SPhos,0.1250,KOH,2.5,MeCN,80.73,88179.36,,
824,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,dtbpf,0.1250,KOH,2.5,MeCN,62.36,154652.46,,
825,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,XPhos,0.1250,KOH,2.5,MeCN,84.67,80950.47,,
826,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,dppf,0.1250,KOH,2.5,MeCN,86.92,239388.88,,
827,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,Xantphos,0.1250,KOH,2.5,MeCN,10.92,21154.91,,
828,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,None,,KOH,2.5,MeCN,55.19,152587.58,,
829,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,P(tBu)3,0.1250,LiOtBu,2.5,MeCN,68.43,78928.48,,
830,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,P(Ph)3 ,0.1250,LiOtBu,2.5,MeCN,97.42,413672.40,,
831,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,AmPhos,0.1250,LiOtBu,2.5,MeCN,84.74,102540.57,,
832,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,P(Cy)3,0.1250,LiOtBu,2.5,MeCN,92.09,368553.85,,
833,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,P(o-Tol)3,0.1250,LiOtBu,2.5,MeCN,82.77,83867.69,,
834,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,CataCXium A,0.1250,LiOtBu,2.5,MeCN,91.17,295455.38,,
835,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,SPhos,0.1250,LiOtBu,2.5,MeCN,90.89,101424.70,,
836,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,dtbpf,0.1250,LiOtBu,2.5,MeCN,85.41,139709.43,,
837,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,XPhos,0.1250,LiOtBu,2.5,MeCN,91.10,93872.48,,
838,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,dppf,0.1250,LiOtBu,2.5,MeCN,27.39,92750.84,,
839,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,Xantphos,0.1250,LiOtBu,2.5,MeCN,16.04,22127.41,,
840,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,None,,LiOtBu,2.5,MeCN,36.70,118319.30,,
841,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,P(tBu)3,0.1250,Et3N,2.5,MeCN,67.59,72395.74,,
842,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,P(Ph)3 ,0.1250,Et3N,2.5,MeCN,97.45,353068.62,,
843,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,AmPhos,0.1250,Et3N,2.5,MeCN,85.04,87261.26,,
844,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,P(Cy)3,0.1250,Et3N,2.5,MeCN,92.70,359496.61,,
845,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,P(o-Tol)3,0.1250,Et3N,2.5,MeCN,70.45,68968.60,,
846,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,CataCXium A,0.1250,Et3N,2.5,MeCN,92.52,76023.28,,
847,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,SPhos,0.1250,Et3N,2.5,MeCN,91.37,93015.65,,
848,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,dtbpf,0.1250,Et3N,2.5,MeCN,41.67,156309.61,,
849,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,XPhos,0.1250,Et3N,2.5,MeCN,80.59,76541.64,,
850,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,dppf,0.1250,Et3N,2.5,MeCN,81.21,255155.75,,
851,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,Xantphos,0.1250,Et3N,2.5,MeCN,9.06,17980.87,,
852,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,None,,Et3N,2.5,MeCN,61.61,115547.32,,
853,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,P(tBu)3,0.1250,None,2.5,MeCN,74.74,92126.56,,
854,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,P(Ph)3 ,0.1250,None,2.5,MeCN,97.46,376425.33,,
855,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,AmPhos,0.1250,None,2.5,MeCN,90.67,101057.50,,
856,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,P(Cy)3,0.1250,None,2.5,MeCN,84.05,321095.66,,
857,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,P(o-Tol)3,0.1250,None,2.5,MeCN,58.44,67536.68,,
858,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,CataCXium A,0.1250,None,2.5,MeCN,88.70,305865.61,,
859,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,SPhos,0.1250,None,2.5,MeCN,71.35,80637.90,,
860,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,dtbpf,0.1250,None,2.5,MeCN,35.95,148390.96,,
861,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,XPhos,0.1250,None,2.5,MeCN,66.77,79169.09,,
862,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,dppf,0.1250,None,2.5,MeCN,76.65,259912.89,,
863,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,Xantphos,0.1250,None,2.5,MeCN,7.36,15163.84,,
864,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,None,,None,2.5,MeCN,39.47,103355.59,,
865,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,P(tBu)3,0.1250,NaOH,2.5,THF,51.22,48263.43,,
866,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,P(Ph)3 ,0.1250,NaOH,2.5,THF,96.32,365082.08,,
867,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,AmPhos,0.1250,NaOH,2.5,THF,33.57,41650.58,,
868,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,P(Cy)3,0.1250,NaOH,2.5,THF,89.35,281182.64,,
869,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,P(o-Tol)3,0.1250,NaOH,2.5,THF,60.68,52741.41,,
870,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,CataCXium A,0.1250,NaOH,2.5,THF,29.57,106417.39,,
871,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,SPhos,0.1250,NaOH,2.5,THF,93.86,90713.42,,
872,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,dtbpf,0.1250,NaOH,2.5,THF,51.38,179460.64,,
873,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,XPhos,0.1250,NaOH,2.5,THF,95.80,83734.33,,
874,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,dppf,0.1250,NaOH,2.5,THF,27.47,76094.27,,
875,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,Xantphos,0.1250,NaOH,2.5,THF,47.21,57515.34,,
876,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,None,,NaOH,2.5,THF,64.15,166666.04,,
877,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,P(tBu)3,0.1250,NaHCO3,2.5,THF,54.85,44044.64,,
878,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,P(Ph)3 ,0.1250,NaHCO3,2.5,THF,87.25,345098.71,,
879,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,AmPhos,0.1250,NaHCO3,2.5,THF,25.72,37443.47,,
880,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,P(Cy)3,0.1250,NaHCO3,2.5,THF,92.70,323013.56,,
881,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,P(o-Tol)3,0.1250,NaHCO3,2.5,THF,43.75,43226.75,,
882,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,CataCXium A,0.1250,NaHCO3,2.5,THF,30.60,137300.97,,
883,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,SPhos,0.1250,NaHCO3,2.5,THF,86.70,91962.32,,
884,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,dtbpf,0.1250,NaHCO3,2.5,THF,44.12,157186.02,,
885,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,XPhos,0.1250,NaHCO3,2.5,THF,87.65,83170.23,,
886,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,dppf,0.1250,NaHCO3,2.5,THF,65.25,201601.62,,
887,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,Xantphos,0.1250,NaHCO3,2.5,THF,8.26,25291.42,,
888,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,None,,NaHCO3,2.5,THF,22.87,111368.67,,
889,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,P(tBu)3,0.1250,CsF,2.5,THF,22.37,27191.66,,
890,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,P(Ph)3 ,0.1250,CsF,2.5,THF,67.88,287951.41,,
891,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,AmPhos,0.1250,CsF,2.5,THF,15.15,35045.84,,
892,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,P(Cy)3,0.1250,CsF,2.5,THF,83.84,323845.65,,
893,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,P(o-Tol)3,0.1250,CsF,2.5,THF,11.83,29032.89,,
894,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,CataCXium A,0.1250,CsF,2.5,THF,29.45,123807.92,,
895,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,SPhos,0.1250,CsF,2.5,THF,52.91,67908.82,,
896,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,dtbpf,0.1250,CsF,2.5,THF,40.85,155451.16,,
897,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,XPhos,0.1250,CsF,2.5,THF,55.66,64454.22,,
898,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,dppf,0.1250,CsF,2.5,THF,52.32,176211.72,,
899,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,Xantphos,0.1250,CsF,2.5,THF,4.37,14148.24,,
900,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,None,,CsF,2.5,THF,14.43,73832.72,,
901,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,P(tBu)3,0.1250,K3PO4,2.5,THF,27.63,30833.26,,
902,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,P(Ph)3 ,0.1250,K3PO4,2.5,THF,65.66,260435.29,,
903,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,AmPhos,0.1250,K3PO4,2.5,THF,14.99,34046.60,,
904,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,P(Cy)3,0.1250,K3PO4,2.5,THF,73.07,295379.19,,
905,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,P(o-Tol)3,0.1250,K3PO4,2.5,THF,9.33,24251.28,,
906,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,CataCXium A,0.1250,K3PO4,2.5,THF,23.78,97411.58,,
907,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,SPhos,0.1250,K3PO4,2.5,THF,54.78,65404.82,,
908,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,dtbpf,0.1250,K3PO4,2.5,THF,42.66,159691.97,,
909,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,XPhos,0.1250,K3PO4,2.5,THF,47.90,63151.10,,
910,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,dppf,0.1250,K3PO4,2.5,THF,43.15,144941.31,,
911,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,Xantphos,0.1250,K3PO4,2.5,THF,5.76,16620.64,,
912,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,None,,K3PO4,2.5,THF,18.76,92650.06,,
913,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,P(tBu)3,0.1250,KOH,2.5,THF,33.26,36670.91,,
914,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,P(Ph)3 ,0.1250,KOH,2.5,THF,84.51,354622.44,,
915,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,AmPhos,0.1250,KOH,2.5,THF,11.46,28090.19,,
916,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,P(Cy)3,0.1250,KOH,2.5,THF,65.64,253058.65,,
917,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,P(o-Tol)3,0.1250,KOH,2.5,THF,26.99,30984.76,,
918,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,CataCXium A,0.1250,KOH,2.5,THF,24.54,91257.59,,
919,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,SPhos,0.1250,KOH,2.5,THF,61.35,70134.37,,
920,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,dtbpf,0.1250,KOH,2.5,THF,47.04,147656.95,,
921,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,XPhos,0.1250,KOH,2.5,THF,80.83,64804.72,,
922,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,dppf,0.1250,KOH,2.5,THF,27.83,84238.48,,
923,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,Xantphos,0.1250,KOH,2.5,THF,17.76,32621.39,,
924,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,None,,KOH,2.5,THF,29.95,123656.87,,
925,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,P(tBu)3,0.1250,LiOtBu,2.5,THF,53.78,39793.49,,
926,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,P(Ph)3 ,0.1250,LiOtBu,2.5,THF,85.88,294030.74,,
927,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,AmPhos,0.1250,LiOtBu,2.5,THF,23.63,29896.39,,
928,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,P(Cy)3,0.1250,LiOtBu,2.5,THF,65.74,238761.30,,
929,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,P(o-Tol)3,0.1250,LiOtBu,2.5,THF,48.33,34984.04,,
930,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,CataCXium A,0.1250,LiOtBu,2.5,THF,26.71,85937.59,,
931,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,SPhos,0.1250,LiOtBu,2.5,THF,93.67,82113.68,,
932,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,dtbpf,0.1250,LiOtBu,2.5,THF,49.63,168896.55,,
933,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,XPhos,0.1250,LiOtBu,2.5,THF,95.50,76823.91,,
934,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,dppf,0.1250,LiOtBu,2.5,THF,24.10,55724.88,,
935,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,Xantphos,0.1250,LiOtBu,2.5,THF,42.89,43479.46,,
936,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,None,,LiOtBu,2.5,THF,63.00,144964.36,,
937,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,P(tBu)3,0.1250,Et3N,2.5,THF,49.02,42115.30,,
938,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,P(Ph)3 ,0.1250,Et3N,2.5,THF,86.07,296279.55,,
939,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,AmPhos,0.1250,Et3N,2.5,THF,28.08,31157.55,,
940,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,P(Cy)3,0.1250,Et3N,2.5,THF,75.26,254370.97,,
941,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,P(o-Tol)3,0.1250,Et3N,2.5,THF,54.06,39454.45,,
942,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,CataCXium A,0.1250,Et3N,2.5,THF,26.61,83436.28,,
943,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2a, Boronic Acid",1.00,Pd(OAc)2,0.0625,SPhos,0.1250,Et3N,2.5,THF,93.81,79768.09,,
